id,user,uid,version,changeset,timestamp 
45095632,stevage,201443,1,3225389,2009-11-27T04:03:27Z
45100070,petdr,467,1,3226347,2009-11-27T09:10:28Z
45102540,dssis1,596935,11,44784543,2016-12-30T13:38:41Z
45104751,stevage,201443,3,8954780,2011-08-08T08:51:37Z
45119478,Scrup,378737,4,10955395,2012-03-12T14:26:47Z
45157555,melb_guy,11111,1,3233315,2009-11-28T03:43:39Z
45164968,Canley,57437,5,23534960,2014-07-02T07:08:25Z
45170512,dssis1,596935,5,13670748,2012-10-29T07:57:48Z
45218367,melb_guy,11111,2,3242828,2009-11-29T10:14:05Z
45237526,AlexOnTheBus,79475,7,14875033,2013-02-01T19:43:05Z
45245614,BalancingBean,1466296,3,21947065,2014-04-26T05:19:49Z
45247527,Rhubarb,69319,6,24120305,2014-07-13T13:36:23Z
45287707,Glen,6513,4,14120652,2012-12-02T08:57:25Z
45306681,melb_guy,11111,2,3252821,2009-11-30T04:24:13Z
45315009,ash_mcd,2486025,4,49999582,2017-07-03T06:21:13Z
45328405,heyitsstevo,1899168,12,26901647,2014-11-20T06:37:59Z
45362979,Leon K,46482,1,3261121,2009-12-01T00:42:56Z
45367856,melb_guy,11111,2,3261474,2009-12-01T03:23:58Z
45375888,woodpeck_fixbot,147510,4,10436041,2012-01-19T11:57:36Z
45392284,cambodia,172952,1,3264626,2009-12-01T14:56:15Z
45410325,stevage,201443,2,3268948,2009-12-02T01:21:45Z
45414998,AlexOnTheBus,79475,4,23983316,2014-07-06T12:56:26Z
45416103,andrewpmk,1679,1,3269451,2009-12-02T05:19:18Z
45420913,stevage,201443,1,3270794,2009-12-02T11:31:31Z
45425458,stevage,201443,1,3272420,2009-12-02T14:08:28Z
45468287,melb_guy,11111,5,9722322,2011-11-02T14:12:13Z
45477334,stevage,201443,1,3278659,2009-12-03T08:56:23Z
45479420,stevage,201443,1,3278659,2009-12-03T09:55:30Z
45482198,Canley,57437,4,21967471,2014-04-27T03:02:13Z
45490792,heyitsstevo,1899168,4,35962700,2015-12-15T09:36:20Z
45513317,AlexOnTheBus,79475,5,27544285,2014-12-18T05:08:56Z
45528455,Mikideez,5302690,8,48272765,2017-04-30T05:36:44Z
45544636,woowoowoo,4702,1,3286701,2009-12-04T09:09:22Z
45586251,Leon K,46482,1,3291848,2009-12-04T22:12:33Z
45604911,Glen,6513,3,48119708,2017-04-25T10:48:03Z
45638955,AlexOnTheBus,79475,2,14843339,2013-01-30T05:26:57Z
45683439,Mikideez,5302690,3,50164454,2017-07-10T02:01:18Z
45697831,steve91,637652,3,12737123,2012-08-15T10:30:41Z
45736683,andrewpmk,1679,1,3305599,2009-12-06T14:19:39Z
45761420,Rhubarb,69319,4,22955669,2014-06-16T03:39:49Z
45761559,andrewpmk,1679,1,3312452,2009-12-07T04:30:42Z
45765290,Omegaville,416301,3,41097375,2016-07-29T00:02:02Z
45775821,stevage,201443,1,3317178,2009-12-07T16:42:30Z
45788892,Angyork,633429,4,16331729,2013-05-29T00:18:37Z
45792334,Canley,57437,4,22417693,2014-05-19T03:58:39Z
45792558,Glen,6513,1,3321451,2009-12-08T01:26:32Z
45792903,Vadmium,1795763,7,24692117,2014-08-12T02:19:53Z
45802407,Glen,6513,1,3321676,2009-12-08T03:32:43Z
45814280,stevage,201443,1,3321986,2009-12-08T06:56:40Z
45841483,Rhubarb,69319,4,22684789,2014-06-02T03:40:16Z
45844532,melb_guy,11111,2,8520885,2011-06-23T04:16:05Z
45884523,Angyork,633429,4,16331866,2013-05-29T00:33:53Z
45891296,Rosscoe,4467,7,7540135,2011-03-13T01:10:13Z
45926594,woodpeck_fixbot,147510,4,10436041,2012-01-19T13:55:00Z
45974530,Canley,57437,5,22477776,2014-05-22T01:42:52Z
45976066,Canley,57437,4,22387737,2014-05-17T12:01:40Z
45976494,Rhubarb,69319,4,23074057,2014-06-22T04:08:10Z
45978554,OSMF Redaction Account,722137,6,12350193,2012-07-19T22:22:26Z
45979026,Rhubarb,69319,4,22735918,2014-06-04T14:20:12Z
46023283,stevage,201443,1,3348921,2009-12-11T14:19:40Z
46048094,woodpeck_fixbot,147510,3,10436041,2012-01-19T14:26:15Z
46073795,heyitsstevo,1899168,7,49607614,2017-06-17T06:27:32Z
46109237,stevage,201443,1,3356792,2009-12-12T16:48:49Z
46129094,Glen,6513,1,3358915,2009-12-12T21:45:42Z
46137410,melb_guy,11111,11,5292834,2010-07-23T06:58:57Z
46146131,aharvey,237525,6,40274549,2016-06-25T03:08:05Z
46149031,AlexOnTheBus,79475,2,14585277,2013-01-09T12:05:03Z
46218299,melb_guy,11111,1,3368749,2009-12-14T01:00:48Z
46276850,Pizza1016,838520,5,36568171,2016-01-14T11:35:26Z
46332528,steve91,637652,5,16062844,2013-05-10T11:43:19Z
46337607,Rhubarb,69319,4,22809927,2014-06-08T13:26:38Z
46339916,Leon K,46482,13,29626397,2015-03-20T22:27:16Z
46380950,Glen,6513,1,3383619,2009-12-15T22:59:44Z
46411597,OSMF Redaction Account,722137,4,12351699,2012-07-19T23:41:20Z
46418141,woodpeck_fixbot,147510,4,10438353,2012-01-19T15:36:28Z
46420936,etoastw,79165,1,3385551,2009-12-16T10:19:15Z
46493003,mrpulley,67896,4,12559203,2012-07-31T10:49:08Z
46494778,aharvey,237525,4,40274549,2016-06-25T03:44:00Z
46500336,Glen,6513,2,3468896,2009-12-28T06:33:04Z
46502858,Leon K,46482,2,30107564,2015-04-10T01:41:20Z
46504105,melb_guy,11111,1,3391442,2009-12-17T05:28:23Z
46505427,Leon K,46482,7,28954842,2015-02-19T12:20:12Z
46593574,Glen,6513,3,3787710,2010-02-04T02:11:15Z
46597150,andrewpmk,1679,1,3398808,2009-12-18T08:18:48Z
46599189,dssis1,596935,9,13343209,2012-10-03T06:41:20Z
46607003,Rhubarb,69319,4,24004799,2014-07-07T14:09:47Z
46607425,Rhubarb,69319,5,24004799,2014-07-07T14:09:48Z
46629692,neilmny,2829158,5,37193876,2016-02-13T20:20:33Z
46649322,ash_mcd,2486025,5,50167008,2017-07-10T06:39:30Z
46655952,stevage,201443,2,3406795,2009-12-19T13:57:10Z
46702720,Ishryal,856981,4,13064165,2012-09-11T02:09:09Z
46703905,melb_guy,11111,3,3411387,2009-12-20T06:18:56Z
46704914,melb_guy,11111,1,3411479,2009-12-20T07:03:56Z
46746278,stevage,201443,1,3417924,2009-12-21T00:11:57Z
46751596,melb_guy,11111,6,3418226,2009-12-21T03:23:52Z
46752786,stevage,201443,1,3418465,2009-12-21T06:46:14Z
46817076,Canley,57437,2,5147096,2010-07-06T03:42:18Z
46819175,melb_guy,11111,1,3424732,2009-12-22T05:04:20Z
46851844,andrewpmk,1679,1,3430694,2009-12-22T22:43:22Z
46870018,Leon K,46482,2,28929969,2015-02-18T11:20:57Z
46915647,null_dev,434542,3,8444547,2011-06-15T07:21:07Z
46944846,rustyboy,2029753,4,21657900,2014-04-13T05:11:36Z
46959062,Supt_of_Printing,206929,5,40277649,2016-06-25T08:18:48Z
46977690,Canley,57437,4,14024458,2012-11-25T08:37:34Z
46980441,stevage,201443,1,3452203,2009-12-26T05:24:52Z
46985235,Rhubarb,69319,3,35274765,2015-11-13T00:34:52Z
47063199,Glen,6513,1,3468896,2009-12-28T06:33:13Z
47108709,melb_guy,11111,1,3477924,2009-12-29T05:58:44Z
47158423,stevage,201443,1,3485233,2009-12-29T22:16:32Z
47170181,nqndwc,714293,2,13103310,2012-09-14T06:05:50Z
47183709,melb_guy,11111,1,3487277,2009-12-30T06:26:44Z
47296852,stevage,201443,2,3507445,2010-01-01T14:18:44Z
47346069,Angyork,633429,2,15685184,2013-04-11T06:11:51Z
47354738,woodpeck_fixbot,147510,4,10440306,2012-01-19T19:58:38Z
47359182,stevage,201443,1,3517501,2010-01-02T12:02:24Z
47411312,heyitsstevo,1899168,2,25863418,2014-10-05T00:00:18Z
47439318,andrewpmk,1679,1,3530353,2010-01-03T17:13:02Z
47471158,dssis1,596935,6,20120990,2014-01-21T11:51:12Z
47475220,Leon K,46482,5,29493353,2015-03-15T12:18:11Z
47478337,Leon K,46482,2,3750274,2010-01-30T11:57:08Z
47519720,stevage,201443,2,3544710,2010-01-05T12:12:47Z
47528882,Glen,6513,1,3542481,2010-01-05T02:00:21Z
47529171,Leon K,46482,1,3542542,2010-01-05T02:29:18Z
47569259,AlexOnTheBus,79475,8,14572498,2013-01-08T09:40:40Z
47570162,melb_guy,11111,1,3542886,2010-01-05T05:45:46Z
47570609,woodpeck_fixbot,147510,3,10440306,2012-01-19T20:20:14Z
47574321,Leon K,46482,3,5916312,2010-09-29T23:34:04Z
47652420,stevage,201443,2,3550610,2010-01-06T02:09:09Z
47654869,OSMF Redaction Account,722137,3,12322502,2012-07-19T11:45:27Z
47657828,Glen,6513,1,3551818,2010-01-06T09:33:47Z
47776405,heyitsstevo,1899168,5,33589325,2015-08-26T07:46:44Z
47785783,melb_guy,11111,2,3559170,2010-01-07T05:14:13Z
47792293,goldfishxyz,168136,4,12116603,2012-07-05T06:00:18Z
47805785,woodpeck_fixbot,147510,3,10440306,2012-01-19T20:46:51Z
47873630,mdpurganan,419029,3,11678092,2012-05-23T06:57:31Z
47883452,s1kk4z,612392,4,17162062,2013-07-31T07:49:11Z
47893840,Leon K,46482,3,27881165,2015-01-03T09:38:52Z
47913137,woodpeck_fixbot,147510,3,10440306,2012-01-19T20:58:03Z
47982301,mrpulley,67896,1,3577107,2010-01-09T12:15:45Z
48029431,tiger,338866,5,10099201,2011-12-12T15:56:45Z
48035341,melb_guy,11111,1,3584152,2010-01-10T05:06:12Z
48099720,woodpeck_fixbot,147510,3,10440306,2012-01-19T21:18:11Z
48116036,goldfishxyz,168136,4,10995870,2012-03-16T08:48:18Z
48120063,Rhubarb,69319,2,3600615,2010-01-12T02:13:49Z
48121760,matthewsheffield,347944,5,47505552,2017-04-06T12:27:52Z
48151324,stevage,201443,1,3600229,2010-01-12T00:16:26Z
48154659,Rhubarb,69319,1,3600585,2010-01-12T01:55:03Z
48160873,Rhubarb,69319,1,3600824,2010-01-12T04:26:29Z
48162415,woodpeck_fixbot,147510,3,10440306,2012-01-19T21:31:17Z
48162809,stevage,201443,2,3601143,2010-01-12T07:03:11Z
48208303,Warin61,1830192,2,39055842,2016-05-03T00:21:49Z
48210095,Rhubarb,69319,5,22955901,2014-06-16T04:18:37Z
48224027,Supt_of_Printing,206929,5,44512887,2016-12-19T10:43:52Z
48265559,woodpeck_fixbot,147510,7,10440306,2012-01-19T21:40:27Z
48274100,woodpeck_fixbot,147510,5,10440306,2012-01-19T21:45:25Z
48330482,steve91,637652,6,17781178,2013-09-11T11:36:13Z
48333651,stevage,201443,1,3622085,2010-01-15T05:46:53Z
48333952,stevage,201443,1,3622085,2010-01-15T06:21:17Z
48343889,Leon K,46482,30,28499799,2015-01-30T07:50:27Z
48379517,woodpeck_fixbot,147510,6,10440306,2012-01-19T21:53:27Z
48383580,stevage,201443,1,3629256,2010-01-16T04:40:17Z
48433094,woodpeck_fixbot,147510,3,10440306,2012-01-19T21:59:54Z
48482943,stevage,201443,1,3646866,2010-01-17T23:50:18Z
48486570,stevage,201443,1,3647727,2010-01-18T04:12:53Z
48488049,melb_guy,11111,1,3647743,2010-01-18T06:14:23Z
48528936,matthewsheffield,347944,2,34590670,2015-10-12T13:42:01Z
48530965,Vadmium,1795763,2,26945392,2014-11-22T05:55:40Z
48532562,Zulu99,320632,5,15205133,2013-03-01T06:18:11Z
48570206,Canley,57437,2,15904646,2013-04-29T07:30:18Z
48570525,melb_guy,11111,2,3663995,2010-01-20T03:33:19Z
48570970,Angyork,633429,6,28392663,2015-01-25T11:17:09Z
48581389,aharvey,237525,5,40274410,2016-06-25T02:12:47Z
48584001,Leon K,46482,1,3666515,2010-01-20T13:15:21Z
48621997,melb_guy,11111,9,10367622,2012-01-12T09:18:51Z
48663498,petdr,467,1,3679703,2010-01-22T00:29:58Z
48673371,aharvey,237525,17,40274549,2016-06-25T03:43:31Z
48674546,Glen,6513,2,3681656,2010-01-22T10:30:58Z
48677254,woodpeck_fixbot,147510,3,10442006,2012-01-19T22:48:47Z
48715015,Glen,6513,1,3687747,2010-01-22T22:36:23Z
48731592,melb_guy,11111,2,3689059,2010-01-23T06:12:30Z
48788567,woodpeck_fixbot,147510,5,10442006,2012-01-19T23:00:47Z
48792850,Leon K,46482,8,36678265,2016-01-19T12:31:42Z
48794762,AndyBZ,87493,1,3699433,2010-01-24T10:53:45Z
48838683,AndyBZ,87493,1,3707751,2010-01-25T01:04:39Z
48849579,AndyBZ,87493,1,3709691,2010-01-25T10:57:15Z
48849725,goldfishxyz,168136,4,11494426,2012-05-04T05:16:02Z
48849880,aharvey,237525,6,40274410,2016-06-25T03:28:24Z
48849999,AndyBZ,87493,1,3709691,2010-01-25T10:58:08Z
48871346,Glen,6513,1,3714661,2010-01-25T20:57:48Z
48875664,Glen,6513,1,3714661,2010-01-25T22:35:07Z
48890486,AlexOnTheBus,79475,10,32276514,2015-06-29T05:43:05Z
48948003,woodpeck_fixbot,147510,4,10442006,2012-01-19T23:30:04Z
48952875,Angyork,633429,5,40438115,2016-07-02T11:20:42Z
48983410,modellerau,78837,6,11757839,2012-05-31T12:00:59Z
48986206,steve91,637652,7,16476081,2013-06-09T01:22:03Z
48986792,steve91,637652,2,16062844,2013-05-10T11:43:44Z
49022645,Supt_of_Printing,206929,6,36897134,2016-01-30T12:15:03Z
49035292,nm7s9,12434,4,26129569,2014-10-16T21:02:55Z
49035431,aharvey,237525,8,40274410,2016-06-25T04:12:29Z
49035809,melb_guy,11111,2,3740564,2010-01-29T03:12:48Z
49036556,aharvey,237525,6,40274410,2016-06-25T04:09:57Z
49036918,Robbie Francis,2299575,9,42729612,2016-10-08T09:59:38Z
49044716,aharvey,237525,6,40274410,2016-06-25T04:15:46Z
49072044,AndyBZ,87493,1,3746834,2010-01-29T21:42:59Z
49076307,melb_guy,11111,3,9044075,2011-08-17T04:35:49Z
49125046,mrpulley,67896,4,18238494,2013-10-07T22:45:04Z
49130654,andrewpmk,1679,1,3749549,2010-01-30T10:51:34Z
49132244,Leon K,46482,1,3750118,2010-01-30T11:41:32Z
49134382,aharvey,237525,6,40274410,2016-06-25T04:05:57Z
49173821,woodpeck_fixbot,147510,5,10442006,2012-01-20T00:03:50Z
49176230,AlexOnTheBus,79475,6,32019966,2015-06-17T02:32:11Z
49187392,stevage,201443,1,3758657,2010-01-31T12:53:15Z
49232008,melb_guy,11111,3,3764324,2010-02-01T00:56:56Z
49239044,aharvey,237525,3,40274410,2016-06-25T02:16:37Z
49285469,woodpeck_fixbot,147510,4,10442006,2012-01-20T00:12:45Z
49325543,steve91,637652,10,30469340,2015-04-25T08:43:10Z
49393396,stevage,201443,1,3780195,2010-02-03T01:04:49Z
49395569,melb_guy,11111,1,3780577,2010-02-03T04:52:28Z
49454453,Rhubarb,69319,2,24118990,2014-07-13T12:32:36Z
49459307,melb_guy,11111,1,3787775,2010-02-04T03:48:23Z
49550271,harryleicester,798365,5,14293496,2012-12-16T14:07:56Z
49580979,woodpeck_fixbot,147510,3,10442006,2012-01-20T00:32:27Z
49664525,Rosscoe,4467,3,7704314,2011-03-29T08:00:12Z
49666946,melb_guy,11111,4,3802344,2010-02-06T03:17:32Z
49677162,Neil Penman,84937,1,3803567,2010-02-06T09:59:37Z
49730433,woodpeck_fixbot,147510,3,10442006,2012-01-20T00:36:57Z
49736972,melb_guy,11111,1,3810749,2010-02-07T03:50:15Z
49742347,harryleicester,798365,4,14165146,2012-12-05T16:36:37Z
49743164,Leon K,46482,2,3843270,2010-02-10T20:20:31Z
49809821,Rhubarb,69319,5,24994306,2014-08-25T04:02:43Z
49830872,melb_guy,11111,1,3820580,2010-02-08T05:29:23Z
49890751,melb_guy,11111,2,3829155,2010-02-09T06:02:56Z
49948538,AlexOnTheBus,79475,2,23237269,2014-06-28T06:22:20Z
49961452,melb_guy,11111,1,3837540,2010-02-10T04:16:47Z
50009299,Leon K,46482,1,3843142,2010-02-10T20:08:07Z
50127054,Leon K,46482,2,29528355,2015-03-16T22:21:22Z
50184335,Glen,6513,1,3860876,2010-02-12T23:40:04Z
50219047,nm7s9,12434,4,25886807,2014-10-05T23:05:12Z
50330657,Leon K,46482,2,25915279,2014-10-07T11:35:20Z
50344618,Leon K,46482,1,3882836,2010-02-15T13:01:00Z
50427026,woodpeck_fixbot,147510,5,10442677,2012-01-20T01:51:42Z
50510938,OSMF Redaction Account,722137,2,12347080,2012-07-19T20:54:58Z
50633975,Deborah Pickett,102893,1,3907317,2010-02-18T09:10:59Z
50717133,Leon K,46482,2,3913711,2010-02-19T05:51:06Z
50731018,steve91,637652,4,24573704,2014-08-06T11:31:40Z
50731828,woodpeck_fixbot,147510,5,10442677,2012-01-20T02:15:17Z
50813815,woodpeck_fixbot,147510,4,10442677,2012-01-20T02:19:55Z
50978519,stevage,201443,1,3940714,2010-02-22T04:18:39Z
51062465,steve91,637652,2,17225402,2013-08-05T09:48:16Z
51129245,Big Al,296950,2,4888507,2010-06-02T22:55:38Z
51187713,Robbie Francis,2299575,8,38220563,2016-04-01T08:21:30Z
51200276,gregd,168293,1,3970952,2010-02-25T11:58:47Z
51252487,woodpeck_fixbot,147510,7,10442677,2012-01-20T02:45:33Z
51372949,melb_guy,11111,2,11815330,2012-06-06T12:26:02Z
51529774,stevage,201443,1,4013401,2010-03-01T23:06:36Z
51541507,stevage,201443,2,4014250,2010-03-02T04:54:11Z
51630725,melb_guy,11111,3,11773733,2012-06-02T05:49:50Z
51653005,stevage,201443,1,4021908,2010-03-03T02:42:33Z
51655667,Glen,6513,1,4022455,2010-03-03T07:29:34Z
51676476,andrewpmk,1679,1,4023449,2010-03-03T10:26:09Z
51680697,stefaandesmet2003,2810501,4,30308219,2015-04-18T14:16:13Z
51718926,melb_guy,11111,3,4444418,2010-04-17T05:09:01Z
51757256,Canley,57437,4,34915086,2015-10-27T22:04:35Z
51769488,woodpeck_fixbot,147510,3,10442986,2012-01-20T03:17:17Z
51793728,skipperoo,2056092,7,33931773,2015-09-10T12:20:36Z
51797231,aharvey,237525,3,40274549,2016-06-25T02:33:50Z
51805448,Rhubarb,69319,8,23074480,2014-06-22T05:41:51Z
51814289,Glen,6513,1,4048409,2010-03-06T10:40:12Z
51874169,Glen,6513,1,4058554,2010-03-07T09:57:25Z
51970608,goldfishxyz,168136,11,30050214,2015-04-07T22:42:49Z
51977196,Deborah Pickett,102893,2,13078247,2012-09-12T05:54:56Z
52013856,Vadmium,1795763,4,21992480,2014-04-28T04:13:27Z
52050915,Canley,57437,4,24376882,2014-07-27T01:41:12Z
52135805,Glen,6513,1,4103214,2010-03-12T02:55:32Z
52212712,Neil Penman,84937,1,4110758,2010-03-12T23:39:29Z
52313104,heyitsstevo,1899168,6,21880974,2014-04-23T08:51:15Z
52329754,melb_guy,11111,2,4121838,2010-03-14T09:22:49Z
52433856,melb_guy,11111,2,4131675,2010-03-15T04:14:45Z
52436029,steve91,637652,4,16074185,2013-05-11T04:03:22Z
52444985,Neil Penman,84937,1,4134104,2010-03-15T12:22:27Z
52561833,steve91,637652,8,16494416,2013-06-10T11:14:43Z
52631705,stevage,201443,1,4158071,2010-03-17T23:53:56Z
52656929,andrewpmk,1679,1,4159814,2010-03-18T09:54:53Z
52663824,Rhubarb,69319,6,26482179,2014-11-01T14:00:23Z
52672807,andrewpmk,1679,1,4160060,2010-03-18T11:09:23Z
52734604,modellerau,78837,2,12617444,2012-08-05T08:57:23Z
52962312,Zulu99,320632,3,9189230,2011-09-01T22:39:14Z
52986135,Glen,6513,1,4189579,2010-03-21T11:33:15Z
53084623,kimo,28961,5,12714606,2012-08-13T14:13:24Z
53159157,Mellen,3411605,3,50218494,2017-07-12T05:42:34Z
53256688,melb_guy,11111,2,4226251,2010-03-25T02:35:19Z
53355288,TheJimmyson,5685539,4,48078341,2017-04-24T05:10:18Z
53618267,mrpulley,67896,3,23075449,2014-06-22T07:56:27Z
53742466,Glen,6513,1,4275610,2010-03-30T11:11:06Z
53790905,KenS,211804,2,4418088,2010-04-13T21:32:05Z
54029765,melb_guy,11111,1,4300129,2010-04-02T06:14:20Z
54358599,Mander,20974,7,35737327,2015-12-03T22:41:43Z
54450284,Leon K,46482,3,4339954,2010-04-06T00:18:48Z
54568671,KenS,211804,1,4349505,2010-04-06T21:37:42Z
54661873,Glen,6513,1,4360073,2010-04-07T22:53:07Z
54672238,Mander,20974,4,34986871,2015-10-31T08:26:58Z
54690700,OSMF Redaction Account,722137,6,12345654,2012-07-19T20:02:19Z
54786608,Glen,6513,4,7740720,2011-04-02T01:59:52Z
54844801,ash_mcd,2486025,7,50193497,2017-07-11T07:02:04Z
54906697,woodpeck_fixbot,147510,4,10443281,2012-01-20T05:37:15Z
54931125,Vadmium,1795763,6,34790861,2015-10-22T02:12:30Z
55087799,ash_mcd,2486025,4,49935551,2017-06-30T05:44:41Z
55209656,Glen,6513,1,4400901,2010-04-12T05:26:11Z
55334044,AlexOnTheBus,79475,4,14409272,2012-12-26T08:40:12Z
55478266,nomad_cam,146572,2,4427577,2010-04-15T01:19:50Z
55688366,kimo,28961,8,15450703,2013-03-22T06:50:33Z
55878853,SanityChek,5230711,6,45796673,2017-02-04T05:08:22Z
55881264,melb_guy,11111,2,4464473,2010-04-19T04:31:11Z
55893798,nomad_cam,146572,1,4467196,2010-04-19T12:45:59Z
55952761,Leon K,46482,10,38034934,2016-03-24T07:29:13Z
56005352,Glen,6513,1,4482834,2010-04-21T00:41:03Z
56008307,aharvey,237525,3,40266451,2016-06-24T20:37:10Z
56051256,aharvey,237525,5,40266451,2016-06-25T00:20:40Z
56051657,matthewsheffield,347944,2,17499951,2013-08-25T14:02:51Z
56117560,AlexOnTheBus,79475,15,27663926,2014-12-24T03:40:11Z
56166547,nickbarker,288568,2,6741527,2010-12-23T00:24:40Z
56225644,Glen,6513,1,4516491,2010-04-24T22:03:07Z
56384758,aharvey,237525,8,40266451,2016-06-24T19:46:10Z
56394955,Leon K,46482,8,23995709,2014-07-07T02:09:23Z
56428901,Canley,57437,1,4530868,2010-04-26T11:32:32Z
56623715,nqndwc,714293,6,13294479,2012-09-29T10:25:17Z
56724038,Glen,6513,4,39141446,2016-05-06T11:23:47Z
56752904,Supt_of_Printing,206929,3,9752321,2011-11-06T04:23:09Z
57007034,melb_guy,11111,2,4554986,2010-04-29T04:03:05Z
57266378,aharvey,237525,3,40266451,2016-06-24T18:45:24Z
57357431,chdr,165869,2,9628933,2011-10-23T00:51:31Z
57456792,chdr,165869,5,15922880,2013-04-30T16:16:36Z
57565700,ash_mcd,2486025,6,50164728,2017-07-10T02:50:47Z
57594287,dssis1,596935,8,20171228,2014-01-24T04:30:54Z
57672968,dssis1,596935,6,44784543,2016-12-30T13:45:07Z
57693185,woodpeck_fixbot,147510,4,10443281,2012-01-20T06:50:54Z
57766576,Canley,57437,6,24038230,2014-07-09T04:51:04Z
57883215,AlexOnTheBus,79475,1,4591387,2010-05-03T01:40:42Z
57885403,mrpulley,67896,4,17165781,2013-07-31T13:10:19Z
57919095,Canley,57437,1,4594306,2010-05-03T12:26:01Z
57932428,Leon K,46482,3,37075943,2016-02-08T09:53:36Z
57987995,stevage,201443,1,4598870,2010-05-03T20:36:25Z
58055332,AlexOnTheBus,79475,2,4600734,2010-05-04T02:00:13Z
58071471,Canley,57437,9,23015721,2014-06-19T01:20:30Z
58198607,woodpeck_fixbot,147510,4,10443281,2012-01-20T07:03:02Z
58199845,OSMF Redaction Account,722137,4,12352151,2012-07-20T00:22:24Z
58217549,aharvey,237525,5,40266451,2016-06-24T18:32:51Z
58243572,woodpeck_fixbot,147510,4,10443281,2012-01-20T07:08:31Z
58362382,Mander,20974,4,30707138,2015-05-02T00:01:48Z
58404555,chdr,165869,5,9624845,2011-10-22T15:03:01Z
58416609,AlexOnTheBus,79475,1,4622263,2010-05-06T15:00:01Z
58473859,stevage,201443,1,4627008,2010-05-07T05:02:50Z
58484672,AlexOnTheBus,79475,4,4737825,2010-05-18T11:47:55Z
58509501,woodpeck_fixbot,147510,3,10443281,2012-01-20T07:17:58Z
58573522,woodpeck_fixbot,147510,3,10443281,2012-01-20T07:21:54Z
58606962,aharvey,237525,8,40266451,2016-06-24T20:06:53Z
58699436,Zulu99,320632,3,7500267,2011-03-09T01:15:26Z
58774535,Rhubarb,69319,4,27323563,2014-12-07T23:44:41Z
58778249,aharvey,237525,6,40266451,2016-06-25T00:34:51Z
58858571,chdr,165869,2,9628933,2011-10-23T00:51:56Z
58884595,stevage,201443,3,4668021,2010-05-11T12:42:24Z
58886556,woodpeck_fixbot,147510,3,10443754,2012-01-20T07:43:21Z
58946203,stevage,201443,4,4674757,2010-05-12T07:10:20Z
58948149,Canley,57437,2,24231811,2014-07-18T23:57:41Z
58950137,albo01,357203,3,6204140,2010-10-28T00:10:10Z
58951748,cy_2002,5521208,4,47003642,2017-03-20T07:20:07Z
58972351,aharvey,237525,5,40266451,2016-06-24T17:53:44Z
59033470,stevage,201443,1,4682039,2010-05-13T00:27:59Z
59035899,AlexOnTheBus,79475,1,4682241,2010-05-13T02:10:19Z
59075586,steve91,637652,5,35011062,2015-11-01T13:02:59Z
59154088,steve91,637652,6,16088494,2013-05-12T01:35:59Z
59186404,woodpeck_fixbot,147510,5,10443754,2012-01-20T07:58:44Z
59244759,karitotp,2748195,14,33860227,2015-09-07T16:11:37Z
59265283,steve91,637652,6,16493240,2013-06-10T09:34:07Z
59283757,Warin61,1830192,5,46352812,2017-02-23T23:22:37Z
59340039,woodpeck_fixbot,147510,3,10443754,2012-01-20T08:10:15Z
59384914,Zulu99,320632,2,11687577,2012-05-24T08:40:03Z
59449560,Velo Mapper,1704952,5,48697688,2017-05-15T10:33:56Z
59463933,woodpeck_fixbot,147510,3,10443754,2012-01-20T08:14:33Z
59535401,SpecializedRider,2093277,10,41902602,2016-09-04T08:35:13Z
59676876,nickbarker,288568,5,15780110,2013-04-19T02:17:30Z
59688090,gdal,709684,2,15695725,2013-04-11T23:20:55Z
59777326,AlexOnTheBus,79475,3,15166197,2013-02-25T20:36:15Z
59914093,stevage,201443,4,4771685,2010-05-22T06:36:02Z
59965054,AlexOnTheBus,79475,1,4774663,2010-05-22T14:18:56Z
60011705,woodpeck_fixbot,147510,4,10443754,2012-01-20T08:29:15Z
60051300,AlexOnTheBus,79475,1,4782909,2010-05-23T12:56:32Z
60115322,Spanholz,2209894,3,42630370,2016-10-04T13:48:12Z
60116769,RichRico,2219338,7,26740223,2014-11-12T17:42:47Z
60185372,matthewsheffield,347944,2,21967749,2014-04-27T03:35:01Z
60238056,AlexOnTheBus,79475,1,4809050,2010-05-25T23:18:11Z
60262660,mjg3440,2856998,5,33429566,2015-08-19T02:48:12Z
60324790,stevage,201443,1,4818880,2010-05-27T03:42:08Z
60336001,Warin61,1830192,3,49687366,2017-06-20T09:01:08Z
60347905,Warin61,1830192,5,33675883,2015-08-30T05:46:15Z
60429250,stevage,201443,1,4827486,2010-05-28T03:50:03Z
60431844,stevage,201443,1,4828126,2010-05-28T07:43:16Z
60433938,Supt_of_Printing,206929,4,9477380,2011-10-05T11:48:01Z
60572658,AlexOnTheBus,79475,1,4843802,2010-05-29T15:49:58Z
60660188,nqndwc,714293,2,12652669,2012-08-08T02:19:09Z
60726210,steve91,637652,2,17529408,2013-08-27T05:54:37Z
60740953,woodpeck_fixbot,147510,4,10449958,2012-01-20T20:00:11Z
60798465,AlexOnTheBus,79475,1,4873756,2010-06-01T11:47:46Z
60874090,stevage,201443,1,4881507,2010-06-02T07:46:29Z
60959752,AlexOnTheBus,79475,2,4891074,2010-06-03T10:21:03Z
61021756,woodpeck_fixbot,147510,3,10443754,2012-01-20T09:15:00Z
